Wilayah,Tanggal,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh
Bukittinggi,2023-06-01,21.1,2.0,9.28,7.7
Bukittinggi,2023-06-02,21.3,1.1,19.89,7.8
Bukittinggi,2023-06-03,21.2,13.4,14.41,8.7
Bukittinggi,2023-06-04,21.1,2.4,14.59,8.4
Bukittinggi,2023-06-05,21.3,4.5,16.81,9.8
Bukittinggi,2023-06-06,21.4,1.3,15.74,6.6
Bukittinggi,2023-06-07,20.9,1.1,12.82,13.0
Bukittinggi,2023-06-08,21.7,0.1,18.98,10.0
Bukittinggi,2023-06-09,21.4,10.1,16.39,8.9
Bukittinggi,2023-06-10,21.0,15.1,16.98,6.0
Bukittinggi,2023-06-11,21.1,8.2,17.63,7.4
Bukittinggi,2023-06-12,21.4,7.0,17.13,10.8
Bukittinggi,2023-06-13,21.1,16.5,17.72,7.1
Bukittinggi,2023-06-14,21.5,4.4,17.97,8.9
Bukittinggi,2023-06-15,21.3,1.1,19.14,14.7
Bukittinggi,2023-06-16,21.6,0.0,23.67,13.7
Bukittinggi,2023-06-17,21.1,1.2,21.48,19.5
Bukittinggi,2023-06-18,21.9,0.0,20.84,13.0
Bukittinggi,2023-06-19,21.9,0.0,22.53,12.9
Bukittinggi,2023-06-20,22.0,0.5,19.39,7.1
Bukittinggi,2023-06-21,21.7,1.5,20.14,7.6
Bukittinggi,2023-06-22,21.7,7.5,19.0,10.5
Bukittinggi,2023-06-23,20.9,2.7,13.72,7.3
Bukittinggi,2023-06-24,20.9,10.0,15.89,7.2
Bukittinggi,2023-06-25,20.7,8.2,14.42,10.2
Bukittinggi,2023-06-26,20.8,3.2,11.46,10.4
Bukittinggi,2023-06-27,21.3,4.2,16.15,10.8
Bukittinggi,2023-06-28,21.1,3.0,13.46,6.5
Bukittinggi,2023-06-29,20.8,5.1,15.59,10.5
Bukittinggi,2023-06-30,20.8,43.8,12.24,14.7
Bukittinggi,2023-07-01,21.2,1.7,18.24,20.8
Bukittinggi,2023-07-02,21.4,0.4,16.83,9.7
Bukittinggi,2023-07-03,21.7,0.4,17.88,8.1
Bukittinggi,2023-07-04,21.6,1.0,19.61,12.4
Bukittinggi,2023-07-05,20.6,6.1,12.25,7.4
Bukittinggi,2023-07-06,20.8,0.9,15.27,10.0
Bukittinggi,2023-07-07,21.2,1.6,19.9,9.1
Bukittinggi,2023-07-08,21.0,11.2,15.23,11.6
Bukittinggi,2023-07-09,21.0,1.8,16.28,7.3
Bukittinggi,2023-07-10,20.7,9.3,12.93,15.5
Bukittinggi,2023-07-11,20.8,6.3,17.02,10.0
Bukittinggi,2023-07-12,20.7,18.7,13.62,5.9
Bukittinggi,2023-07-13,20.6,12.8,14.58,10.1
Bukittinggi,2023-07-14,19.8,6.4,9.51,21.7
Bukittinggi,2023-07-15,20.5,0.1,19.23,15.7
Bukittinggi,2023-07-16,21.4,0.1,21.62,15.5
Bukittinggi,2023-07-17,21.1,6.3,13.46,7.2
Bukittinggi,2023-07-18,20.8,5.0,12.13,6.0
Bukittinggi,2023-07-19,20.6,7.2,14.26,9.2
Bukittinggi,2023-07-20,20.2,1.4,9.71,14.2
Bukittinggi,2023-07-21,22.0,0.0,17.47,11.5
Bukittinggi,2023-07-22,21.1,1.9,17.35,11.5
Bukittinggi,2023-07-23,20.7,7.0,15.14,17.3
Bukittinggi,2023-07-24,21.5,0.0,15.03,17.5
Bukittinggi,2023-07-25,21.8,0.0,23.11,18.2
Bukittinggi,2023-07-26,21.7,0.0,22.42,15.8
Bukittinggi,2023-07-27,21.5,0.0,21.62,14.3
Bukittinggi,2023-07-28,21.8,0.0,21.11,14.1
Bukittinggi,2023-07-29,21.4,2.2,19.02,11.6
Bukittinggi,2023-07-30,21.2,2.4,19.47,9.1
Bukittinggi,2023-07-31,20.7,13.2,17.54,12.2
Bukittinggi,2023-08-01,20.8,18.5,16.59,11.3
Bukittinggi,2023-08-02,21.7,0.4,18.0,14.8
Bukittinggi,2023-08-03,21.3,2.8,17.77,9.5
Bukittinggi,2023-08-04,21.7,6.8,20.47,7.4
Bukittinggi,2023-08-05,21.3,12.4,17.62,12.7
Bukittinggi,2023-08-06,21.1,4.6,19.16,6.8
Bukittinggi,2023-08-07,21.2,7.2,18.62,5.5
Bukittinggi,2023-08-08,20.8,10.4,15.72,8.0
Bukittinggi,2023-08-09,20.9,3.5,17.85,13.3
Bukittinggi,2023-08-10,20.4,23.5,14.76,6.8
Bukittinggi,2023-08-11,20.9,9.2,17.59,7.2
Bukittinggi,2023-08-12,21.0,12.9,13.9,7.6
Bukittinggi,2023-08-13,21.0,13.0,15.87,10.5
Bukittinggi,2023-08-14,20.4,21.0,9.68,13.7
Bukittinggi,2023-08-15,21.0,0.6,22.05,8.8
Bukittinggi,2023-08-16,21.0,22.1,13.56,9.0
Bukittinggi,2023-08-17,21.0,8.9,15.88,11.0
Bukittinggi,2023-08-18,21.5,1.0,15.39,9.3
Bukittinggi,2023-08-19,20.5,10.6,7.65,5.6
Bukittinggi,2023-08-20,21.0,8.6,14.67,9.0
Bukittinggi,2023-08-21,21.2,7.0,11.05,6.4
Bukittinggi,2023-08-22,21.4,4.9,18.9,5.6
Bukittinggi,2023-08-23,21.0,8.8,20.07,8.9
Bukittinggi,2023-08-24,21.4,0.8,22.76,14.5
Bukittinggi,2023-08-25,20.9,15.9,15.96,8.3
Bukittinggi,2023-08-26,20.8,18.3,16.29,7.9
Bukittinggi,2023-08-27,21.4,2.2,19.02,8.0
Bukittinggi,2023-08-28,21.1,8.5,16.3,12.7
Bukittinggi,2023-08-29,20.7,8.5,15.44,10.8
Bukittinggi,2023-08-30,21.6,3.6,18.07,8.8
Bukittinggi,2023-08-31,21.3,9.8,14.43,8.6
Bukittinggi,2023-09-01,21.2,0.1,24.02,12.6
Bukittinggi,2023-09-02,20.5,0.0,21.09,11.3
Bukittinggi,2023-09-03,21.5,0.2,19.61,11.5
Bukittinggi,2023-09-04,21.7,9.9,17.45,7.0
Bukittinggi,2023-09-05,20.9,13.1,15.19,10.4
Bukittinggi,2023-09-06,20.3,17.0,13.76,8.0
Bukittinggi,2023-09-07,21.9,0.7,16.69,12.6
Bukittinggi,2023-09-08,21.8,15.2,19.02,12.5
Bukittinggi,2023-09-09,21.1,7.7,15.43,8.5
Bukittinggi,2023-09-10,21.0,1.9,18.26,14.4
Bukittinggi,2023-09-11,21.1,3.3,21.11,10.5
Bukittinggi,2023-09-12,21.7,0.0,21.7,9.4
Bukittinggi,2023-09-13,21.7,1.5,23.17,13.3
Bukittinggi,2023-09-14,21.6,2.9,21.04,8.0
Bukittinggi,2023-09-15,21.6,4.5,20.16,11.9
Bukittinggi,2023-09-16,21.9,1.9,22.43,13.7
Bukittinggi,2023-09-17,21.2,15.9,16.64,9.7
Bukittinggi,2023-09-18,21.3,13.9,18.91,11.3
Bukittinggi,2023-09-19,21.6,6.7,20.82,13.3
Bukittinggi,2023-09-20,20.8,16.7,15.98,9.8
Bukittinggi,2023-09-21,20.9,5.3,18.14,15.5
Bukittinggi,2023-09-22,20.9,0.8,10.72,15.1
Bukittinggi,2023-09-23,21.3,0.5,23.53,13.0
Bukittinggi,2023-09-24,20.8,0.2,20.37,13.1
Bukittinggi,2023-09-25,20.6,0.3,23.0,13.8
Bukittinggi,2023-09-26,20.9,0.6,23.42,7.9
Bukittinggi,2023-09-27,21.0,2.6,21.89,7.4
Bukittinggi,2023-09-28,21.6,0.0,23.47,11.7
Bukittinggi,2023-09-29,21.6,4.7,23.5,8.9
Bukittinggi,2023-09-30,22.0,1.9,21.42,11.9
Bukittinggi,2023-10-01,21.8,13.3,18.84,10.7
Bukittinggi,2023-10-02,21.5,0.0,19.11,14.0
Bukittinggi,2023-10-03,20.5,0.0,22.77,12.4
Bukittinggi,2023-10-04,21.9,0.1,24.25,11.3
Bukittinggi,2023-10-05,21.5,6.0,13.47,8.7
Bukittinggi,2023-10-06,21.8,17.2,18.25,7.8
Bukittinggi,2023-10-07,22.1,1.6,21.59,14.4
Bukittinggi,2023-10-08,22.7,0.5,24.94,12.6
Bukittinggi,2023-10-09,21.8,1.9,22.63,17.6
Bukittinggi,2023-10-10,21.4,14.9,17.68,9.5
Bukittinggi,2023-10-11,21.6,3.7,20.64,15.0
Bukittinggi,2023-10-12,21.6,9.0,20.89,10.7
Bukittinggi,2023-10-13,21.6,3.1,19.7,8.4
Bukittinggi,2023-10-14,21.5,2.8,19.75,7.7
Bukittinggi,2023-10-15,21.5,18.4,16.76,7.9
Bukittinggi,2023-10-16,21.5,9.2,20.28,11.2
Bukittinggi,2023-10-17,22.4,0.6,24.42,9.4
Bukittinggi,2023-10-18,22.4,1.7,19.84,12.2
Bukittinggi,2023-10-19,21.5,10.6,17.95,13.1
Bukittinggi,2023-10-20,21.0,5.4,17.52,13.5
Bukittinggi,2023-10-21,20.9,22.4,14.35,6.6
Bukittinggi,2023-10-22,21.1,12.5,13.43,6.2
Bukittinggi,2023-10-23,21.4,6.5,22.4,9.2
Bukittinggi,2023-10-24,20.6,24.0,14.18,10.4
Bukittinggi,2023-10-25,20.7,12.4,13.81,7.6
Bukittinggi,2023-10-26,20.9,23.1,16.63,8.9
Bukittinggi,2023-10-27,21.2,5.3,19.94,10.8
Bukittinggi,2023-10-28,21.9,0.2,24.2,16.1
Bukittinggi,2023-10-29,21.0,12.8,19.94,12.0
Bukittinggi,2023-10-30,20.8,3.9,18.13,7.2
Bukittinggi,2023-10-31,21.0,8.5,18.37,7.9
Bukittinggi,2023-11-01,21.3,19.8,18.55,10.0
Bukittinggi,2023-11-02,20.8,12.5,15.54,8.6
Bukittinggi,2023-11-03,21.0,12.2,16.9,8.1
Bukittinggi,2023-11-04,21.2,9.1,18.78,10.0
Bukittinggi,2023-11-05,21.1,20.1,16.01,12.2
Bukittinggi,2023-11-06,21.2,4.1,15.31,8.8
Bukittinggi,2023-11-07,21.0,22.7,15.72,9.7
Bukittinggi,2023-11-08,21.1,13.9,13.59,6.5
Bukittinggi,2023-11-09,20.7,25.3,12.1,6.9
Bukittinggi,2023-11-10,21.0,24.4,16.92,6.1
Bukittinggi,2023-11-11,21.1,2.8,16.83,9.5
Bukittinggi,2023-11-12,21.7,3.0,18.9,9.2
Bukittinggi,2023-11-13,21.5,4.1,15.9,8.5
Bukittinggi,2023-11-14,21.2,5.4,16.28,9.6
Bukittinggi,2023-11-15,22.0,18.1,21.27,7.8
Bukittinggi,2023-11-16,21.3,11.3,13.48,5.4
Bukittinggi,2023-11-17,21.6,6.9,17.95,9.9
Bukittinggi,2023-11-18,21.3,21.1,17.43,10.2
Bukittinggi,2023-11-19,21.2,10.9,17.07,11.1
Bukittinggi,2023-11-20,21.4,12.4,14.79,7.9
Bukittinggi,2023-11-21,21.2,0.0,17.48,12.2
Bukittinggi,2023-11-22,22.0,0.2,22.29,12.1
Bukittinggi,2023-11-23,22.1,0.1,16.83,14.8
Bukittinggi,2023-11-24,21.7,4.3,18.28,8.1
Bukittinggi,2023-11-25,21.4,12.6,16.8,7.6
Bukittinggi,2023-11-26,20.7,14.8,12.96,9.5
Bukittinggi,2023-11-27,21.6,1.7,19.69,14.3
Bukittinggi,2023-11-28,21.4,2.1,18.9,6.7
Bukittinggi,2023-11-29,21.7,4.3,19.09,8.7
Bukittinggi,2023-11-30,21.4,8.0,13.83,11.9
Bukittinggi,2023-12-01,21.1,11.8,17.92,10.3
Bukittinggi,2023-12-02,21.2,31.7,16.74,6.2
Bukittinggi,2023-12-03,21.3,1.5,17.18,8.5
Bukittinggi,2023-12-04,21.6,13.0,15.03,7.8
Bukittinggi,2023-12-05,21.6,9.3,18.36,8.1
Bukittinggi,2023-12-06,20.8,1.8,8.88,5.4
Bukittinggi,2023-12-07,21.4,24.2,18.35,10.0
Bukittinggi,2023-12-08,21.6,8.1,18.04,10.8
Bukittinggi,2023-12-09,21.3,9.5,16.13,9.0
Bukittinggi,2023-12-10,21.2,14.7,13.75,8.7
Bukittinggi,2023-12-11,21.2,5.9,16.99,6.8
Bukittinggi,2023-12-12,21.1,8.8,12.6,8.7
Bukittinggi,2023-12-13,21.0,8.2,18.04,8.4
Bukittinggi,2023-12-14,21.1,11.7,13.1,7.3
Bukittinggi,2023-12-15,21.0,21.0,15.75,11.6
Bukittinggi,2023-12-16,21.4,12.9,16.11,6.1
Bukittinggi,2023-12-17,21.2,8.7,15.44,9.6
Bukittinggi,2023-12-18,20.8,11.2,12.45,9.3
Bukittinggi,2023-12-19,21.0,1.9,11.03,6.8
Bukittinggi,2023-12-20,21.1,18.3,17.34,10.6
Bukittinggi,2023-12-21,20.9,5.1,9.93,7.1
Bukittinggi,2023-12-22,20.9,3.5,17.11,13.9
Bukittinggi,2023-12-23,21.3,13.4,17.29,9.8
Bukittinggi,2023-12-24,21.3,14.2,13.65,6.5
Bukittinggi,2023-12-25,21.3,8.7,13.97,10.7
Bukittinggi,2023-12-26,21.4,6.8,18.98,15.5
Bukittinggi,2023-12-27,20.4,21.1,8.58,11.3
Bukittinggi,2023-12-28,21.2,10.8,16.29,13.2
Bukittinggi,2023-12-29,21.1,28.6,11.4,8.7
Bukittinggi,2023-12-30,21.1,11.8,10.82,7.2
Bukittinggi,2023-12-31,21.4,11.5,16.82,10.0
Bukittinggi,2024-01-01,21.5,14.4,20.47,13.2
Bukittinggi,2024-01-02,21.7,21.2,18.55,10.8
Bukittinggi,2024-01-03,20.8,5.6,12.82,10.1
Bukittinggi,2024-01-04,21.0,4.2,17.72,11.2
Bukittinggi,2024-01-05,21.3,5.9,21.13,14.3
Bukittinggi,2024-01-06,20.7,13.1,10.83,6.6
Bukittinggi,2024-01-07,21.0,12.4,13.87,9.8
Bukittinggi,2024-01-08,21.5,3.2,19.87,10.6
Bukittinggi,2024-01-09,21.3,15.0,19.5,10.2
Bukittinggi,2024-01-10,20.5,8.8,13.69,13.1
Bukittinggi,2024-01-11,20.7,3.3,15.43,12.3
Bukittinggi,2024-01-12,20.8,10.5,15.11,12.0
Bukittinggi,2024-01-13,21.2,0.9,17.93,14.7
Bukittinggi,2024-01-14,21.0,7.7,17.7,14.0
Bukittinggi,2024-01-15,20.9,21.3,17.34,9.7
Bukittinggi,2024-01-16,20.9,23.9,15.6,12.2
Bukittinggi,2024-01-17,20.8,7.6,14.22,12.6
Bukittinggi,2024-01-18,20.8,8.3,16.44,9.6
Bukittinggi,2024-01-19,21.0,14.1,18.81,15.0
Bukittinggi,2024-01-20,21.0,4.0,14.27,7.8
Bukittinggi,2024-01-21,21.2,17.2,17.27,6.6
Bukittinggi,2024-01-22,20.9,23.1,14.04,6.0
Bukittinggi,2024-01-23,20.9,25.8,14.9,6.3
Bukittinggi,2024-01-24,21.4,9.8,17.73,6.6
Bukittinggi,2024-01-25,21.1,14.7,18.03,7.4
Bukittinggi,2024-01-26,21.1,6.7,15.37,11.2
Bukittinggi,2024-01-27,21.0,6.1,16.88,9.9
Bukittinggi,2024-01-28,21.3,1.4,21.88,12.7
Bukittinggi,2024-01-29,21.4,0.5,23.01,14.0
Bukittinggi,2024-01-30,21.1,3.1,22.2,12.5
Bukittinggi,2024-01-31,20.9,1.4,16.29,11.0
Bukittinggi,2024-02-01,21.2,9.9,17.61,11.5
Bukittinggi,2024-02-02,20.9,24.9,13.35,6.9
Bukittinggi,2024-02-03,21.1,8.8,13.21,10.8
Bukittinggi,2024-02-04,22.1,0.8,20.63,12.1
Bukittinggi,2024-02-05,21.3,0.7,18.33,8.7
Bukittinggi,2024-02-06,21.7,1.6,15.78,7.0
Bukittinggi,2024-02-07,21.3,7.3,14.67,8.2
Bukittinggi,2024-02-08,21.1,14.1,17.11,6.4
Bukittinggi,2024-02-09,21.0,10.2,16.11,9.2
Bukittinggi,2024-02-10,20.9,2.0,16.01,13.2
Bukittinggi,2024-02-11,20.7,7.5,21.19,16.3
Bukittinggi,2024-02-12,20.8,7.2,20.69,19.0
Bukittinggi,2024-02-13,21.0,8.1,18.1,19.5
Bukittinggi,2024-02-14,21.1,9.4,17.44,16.5
Bukittinggi,2024-02-15,20.9,23.2,14.55,12.8
Bukittinggi,2024-02-16,21.1,2.7,17.35,13.3
Bukittinggi,2024-02-17,21.4,1.3,18.72,12.3
Bukittinggi,2024-02-18,21.6,23.5,18.27,8.8
Bukittinggi,2024-02-19,21.6,21.3,14.67,10.9
Bukittinggi,2024-02-20,21.7,2.6,18.38,9.7
Bukittinggi,2024-02-21,21.8,7.8,18.59,12.1
Bukittinggi,2024-02-22,21.3,14.8,17.46,5.8
Bukittinggi,2024-02-23,21.5,7.9,15.06,6.9
Bukittinggi,2024-02-24,21.4,15.6,17.29,7.4
Bukittinggi,2024-02-25,21.4,10.7,18.14,8.7
Bukittinggi,2024-02-26,21.6,4.4,20.83,16.4
Bukittinggi,2024-02-27,21.4,5.3,21.79,16.3
Bukittinggi,2024-02-28,21.2,4.5,20.67,14.1
Bukittinggi,2024-02-29,21.7,2.8,19.53,14.7
Bukittinggi,2024-03-01,22.1,3.1,22.89,11.9
Bukittinggi,2024-03-02,21.4,12.9,17.55,11.8
Bukittinggi,2024-03-03,21.5,6.4,18.53,14.4
Bukittinggi,2024-03-04,21.6,11.2,18.5,9.7
Bukittinggi,2024-03-05,21.5,27.0,15.01,6.6
Bukittinggi,2024-03-06,21.5,22.1,14.97,8.4
Bukittinggi,2024-03-07,21.8,13.2,12.67,14.2
Bukittinggi,2024-03-08,21.4,19.7,11.92,14.4
Bukittinggi,2024-03-09,20.8,3.4,9.05,4.6
Bukittinggi,2024-03-10,21.4,4.9,19.43,12.2
Bukittinggi,2024-03-11,21.4,11.8,16.63,6.9
Bukittinggi,2024-03-12,21.4,1.9,17.14,13.0
Bukittinggi,2024-03-13,22.1,0.0,26.64,14.4
Bukittinggi,2024-03-14,21.4,1.5,24.48,9.6
Bukittinggi,2024-03-15,22.3,0.1,24.66,9.0
Bukittinggi,2024-03-16,21.4,2.5,19.74,8.3
Bukittinggi,2024-03-17,21.4,2.1,20.01,7.5
Bukittinggi,2024-03-18,21.4,2.6,19.11,9.4
Bukittinggi,2024-03-19,21.8,14.0,16.53,7.3
Bukittinggi,2024-03-20,21.4,5.6,19.69,7.8
Bukittinggi,2024-03-21,21.1,7.3,21.35,6.6
Bukittinggi,2024-03-22,22.1,8.0,19.87,8.2
Bukittinggi,2024-03-23,21.6,5.0,14.89,8.0
Bukittinggi,2024-03-24,21.6,8.6,15.91,10.0
Bukittinggi,2024-03-25,21.6,6.0,16.23,12.3
Bukittinggi,2024-03-26,21.6,3.1,13.45,10.6
Bukittinggi,2024-03-27,21.8,2.1,19.87,12.8
Bukittinggi,2024-03-28,22.6,1.3,23.52,10.7
Bukittinggi,2024-03-29,21.6,10.7,16.49,12.2
Bukittinggi,2024-03-30,21.7,8.8,20.38,13.5
Bukittinggi,2024-03-31,21.7,13.3,17.16,10.1
Bukittinggi,2024-04-01,21.9,4.4,17.85,8.8
Bukittinggi,2024-04-02,22.0,2.0,19.19,9.9
Bukittinggi,2024-04-03,21.8,16.2,14.68,7.5
Bukittinggi,2024-04-04,22.0,19.5,15.44,8.9
Bukittinggi,2024-04-05,22.1,11.5,15.85,11.4
Bukittinggi,2024-04-06,22.6,3.8,17.54,8.0
Bukittinggi,2024-04-07,22.1,3.8,15.54,9.7
Bukittinggi,2024-04-08,22.0,12.5,16.89,7.6
Bukittinggi,2024-04-09,21.7,22.0,13.9,9.7
Bukittinggi,2024-04-10,21.9,11.2,12.48,7.1
Bukittinggi,2024-04-11,21.9,3.4,19.7,13.9
Bukittinggi,2024-04-12,21.6,10.7,20.26,12.5
Bukittinggi,2024-04-13,21.7,8.0,21.15,13.0
Bukittinggi,2024-04-14,21.8,17.4,16.41,6.4
Bukittinggi,2024-04-15,21.9,12.1,17.36,10.6
Bukittinggi,2024-04-16,21.6,62.6,13.03,8.9
Bukittinggi,2024-04-17,22.2,27.1,12.06,8.2
Bukittinggi,2024-04-18,21.9,3.2,13.88,8.6
Bukittinggi,2024-04-19,21.6,7.7,16.01,11.5
Bukittinggi,2024-04-20,21.8,2.4,12.18,10.4
Bukittinggi,2024-04-21,22.4,1.5,15.58,13.0
Bukittinggi,2024-04-22,21.7,9.6,14.8,9.0
Bukittinggi,2024-04-23,22.2,6.8,16.81,10.3
Bukittinggi,2024-04-24,22.2,5.2,15.78,7.7
Bukittinggi,2024-04-25,22.0,6.9,13.89,8.0
Bukittinggi,2024-04-26,22.3,8.8,19.04,9.8
Bukittinggi,2024-04-27,22.2,3.8,16.48,11.5
Bukittinggi,2024-04-28,22.7,7.1,20.94,12.2
Bukittinggi,2024-04-29,22.3,3.1,19.39,14.0
Bukittinggi,2024-04-30,22.4,9.7,18.89,8.7
Bukittinggi,2024-05-01,22.3,12.9,14.13,7.8
Bukittinggi,2024-05-02,22.5,11.1,19.08,6.9
Bukittinggi,2024-05-03,21.8,25.1,14.24,6.3
Bukittinggi,2024-05-04,21.6,3.4,10.12,7.0
Bukittinggi,2024-05-05,22.3,13.9,13.22,6.5
Bukittinggi,2024-05-06,22.0,11.2,15.29,9.4
Bukittinggi,2024-05-07,22.1,6.8,14.22,9.0
Bukittinggi,2024-05-08,22.1,8.7,16.36,6.6
Bukittinggi,2024-05-09,22.2,21.9,18.01,8.7
Bukittinggi,2024-05-10,21.8,28.5,14.94,5.3
Bukittinggi,2024-05-11,22.1,46.6,15.18,7.5
Bukittinggi,2024-05-12,22.1,28.7,14.75,9.7
Bukittinggi,2024-05-13,22.2,15.3,16.41,7.4
Bukittinggi,2024-05-14,22.2,15.8,15.0,8.0
Bukittinggi,2024-05-15,22.5,1.7,18.8,10.8
Bukittinggi,2024-05-16,21.4,29.3,11.63,7.1
Bukittinggi,2024-05-17,22.0,23.7,17.68,7.7
Bukittinggi,2024-05-18,22.1,7.0,18.37,6.2
Bukittinggi,2024-05-19,22.3,6.4,19.25,8.1
Bukittinggi,2024-05-20,22.0,16.6,15.42,9.4
Bukittinggi,2024-05-21,22.2,6.5,14.64,8.6
Bukittinggi,2024-05-22,21.6,2.9,8.51,16.5
Bukittinggi,2024-05-23,22.8,1.2,18.34,9.8
Bukittinggi,2024-05-24,22.3,0.1,16.08,14.0
Bukittinggi,2024-05-25,22.9,3.2,20.83,14.7
Bukittinggi,2024-05-26,21.9,0.0,11.94,16.6
Bukittinggi,2024-05-27,23.1,0.9,17.76,8.0
Bukittinggi,2024-05-28,22.6,12.2,17.87,6.9
Bukittinggi,2024-05-29,22.5,9.2,15.11,9.8
Bukittinggi,2024-05-30,22.5,9.5,16.08,8.8
Bukittinggi,2024-05-31,21.7,9.8,12.43,11.2
Bukittinggi,2024-06-01,21.4,23.6,15.67,6.1
Bukittinggi,2024-06-02,21.9,13.7,15.73,5.4
Bukittinggi,2024-06-03,21.7,8.0,18.5,12.4
Bukittinggi,2024-06-04,21.8,1.3,16.69,11.4
Bukittinggi,2024-06-05,22.5,1.0,16.1,7.3
Bukittinggi,2024-06-06,21.4,15.6,12.48,8.3
Bukittinggi,2024-06-07,21.7,1.0,19.64,10.5
Bukittinggi,2024-06-08,21.4,2.6,16.59,8.5
Bukittinggi,2024-06-09,21.3,2.4,17.66,11.4
Bukittinggi,2024-06-10,21.8,0.4,21.08,7.4
Bukittinggi,2024-06-11,21.7,18.5,14.65,6.6
Bukittinggi,2024-06-12,21.5,2.0,15.47,8.0
Bukittinggi,2024-06-13,21.5,5.5,17.87,10.2
Bukittinggi,2024-06-14,21.6,6.5,18.11,9.4
Bukittinggi,2024-06-15,21.5,4.5,15.04,8.4
Bukittinggi,2024-06-16,21.2,15.7,14.49,7.6
Bukittinggi,2024-06-17,21.4,13.1,17.89,14.5
Bukittinggi,2024-06-18,20.9,5.1,17.35,10.8
Bukittinggi,2024-06-19,21.4,7.8,17.91,8.4
Bukittinggi,2024-06-20,21.3,4.0,16.11,10.0
Bukittinggi,2024-06-21,20.8,11.1,12.73,13.5
Bukittinggi,2024-06-22,20.9,3.8,11.39,9.1
Bukittinggi,2024-06-23,20.9,0.3,20.97,10.5
Bukittinggi,2024-06-24,21.5,1.2,19.98,9.6
Bukittinggi,2024-06-25,21.9,1.3,20.24,10.4
Bukittinggi,2024-06-26,21.5,3.4,20.3,11.9
Bukittinggi,2024-06-27,21.2,3.2,17.99,13.3
Bukittinggi,2024-06-28,21.4,5.7,17.58,9.7
Bukittinggi,2024-06-29,21.7,7.0,17.14,10.2
Bukittinggi,2024-06-30,20.9,1.8,11.4,7.7
Bukittinggi,2024-07-01,21.3,1.5,12.91,8.2
Bukittinggi,2024-07-02,21.6,5.4,17.32,9.8
Bukittinggi,2024-07-03,22.4,0.8,21.19,9.9
Bukittinggi,2024-07-04,21.7,5.7,18.12,5.7
Bukittinggi,2024-07-05,21.1,3.1,18.14,10.2
Bukittinggi,2024-07-06,21.4,3.9,17.29,11.0
Bukittinggi,2024-07-07,21.2,6.6,17.83,10.2
Bukittinggi,2024-07-08,21.7,0.5,15.22,10.1
Bukittinggi,2024-07-09,21.7,7.1,15.06,7.1
Bukittinggi,2024-07-10,20.9,0.6,14.11,10.9
Bukittinggi,2024-07-11,21.5,0.5,21.18,14.3
Bukittinggi,2024-07-12,20.6,1.5,16.81,11.9
Bukittinggi,2024-07-13,21.9,0.0,20.48,14.2
Bukittinggi,2024-07-14,20.4,11.0,12.05,11.9
Bukittinggi,2024-07-15,21.2,0.2,20.05,12.7
Bukittinggi,2024-07-16,21.3,1.3,18.98,11.6
Bukittinggi,2024-07-17,20.9,1.1,19.54,13.3
Bukittinggi,2024-07-18,21.5,0.0,20.08,12.3
Bukittinggi,2024-07-19,21.3,0.5,21.78,7.3
Bukittinggi,2024-07-20,22.4,0.0,22.68,14.5
Bukittinggi,2024-07-21,21.9,0.0,21.81,14.0
Bukittinggi,2024-07-22,22.1,0.0,19.06,15.2
Bukittinggi,2024-07-23,22.0,0.2,20.02,15.7
Bukittinggi,2024-07-24,21.9,0.0,21.73,19.9
Bukittinggi,2024-07-25,21.6,0.0,22.5,17.5
Bukittinggi,2024-07-26,21.1,0.0,23.57,14.1
Bukittinggi,2024-07-27,21.6,0.0,23.04,14.9
Bukittinggi,2024-07-28,21.8,0.5,21.78,13.3
Bukittinggi,2024-07-29,21.0,11.3,17.7,10.8
Bukittinggi,2024-07-30,21.6,1.6,20.25,11.5
Bukittinggi,2024-07-31,21.3,2.7,15.75,10.2
Bukittinggi,2024-08-01,21.5,4.5,18.67,8.4
Bukittinggi,2024-08-02,21.2,12.4,18.2,11.5
Bukittinggi,2024-08-03,21.1,9.9,16.67,9.1
Bukittinggi,2024-08-04,20.6,13.6,15.83,6.5
Bukittinggi,2024-08-05,20.5,11.8,17.88,10.8
Bukittinggi,2024-08-06,20.6,13.9,17.72,11.8
Bukittinggi,2024-08-07,20.9,9.2,15.91,9.7
Bukittinggi,2024-08-08,21.2,0.6,14.75,13.4
Bukittinggi,2024-08-09,21.5,3.7,18.09,15.4
Bukittinggi,2024-08-10,21.4,28.7,17.13,8.8
Bukittinggi,2024-08-11,20.8,22.1,13.48,7.6
Bukittinggi,2024-08-12,21.4,0.0,23.84,10.7
Bukittinggi,2024-08-13,21.3,1.0,19.48,12.9
Bukittinggi,2024-08-14,21.4,5.4,21.32,13.6
Bukittinggi,2024-08-15,20.6,12.0,13.94,9.9
Bukittinggi,2024-08-16,20.9,20.5,16.73,6.5
Bukittinggi,2024-08-17,21.1,4.5,17.96,12.7
Bukittinggi,2024-08-18,20.9,7.5,18.33,11.9
Bukittinggi,2024-08-19,20.8,12.2,16.93,8.9
Bukittinggi,2024-08-20,19.9,11.5,10.79,6.5
Bukittinggi,2024-08-21,21.0,1.4,16.59,13.6
Bukittinggi,2024-08-22,20.8,8.8,14.91,9.2
