Wilayah,Tanggal,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh
Padang,2024-10-21,26.5,0.0,22.14,7.6
Padang,2024-10-22,26.9,0.2,24.17,9.6
Padang,2024-10-23,26.7,1.1,23.51,9.5
Padang,2024-10-24,26.9,0.2,24.48,8.7
Padang,2024-10-25,26.9,0.0,23.82,8.2
Padang,2024-10-26,26.8,0.0,25.48,8.0
Padang,2024-10-27,27.1,0.0,24.56,8.3
Padang,2024-10-28,27.1,1.6,23.54,9.7
Padang,2024-10-29,27.2,0.2,24.77,12.0
Padang,2024-10-30,26.7,2.6,21.29,10.2
Padang,2024-10-31,25.4,5.8,14.65,9.1
Padang,2024-11-01,25.9,9.9,20.39,11.7
Padang,2024-11-02,25.7,9.0,10.26,7.3
Padang,2024-11-03,26.7,0.2,19.38,6.3
Padang,2024-11-04,26.4,0.7,19.89,11.2
Padang,2024-11-05,25.2,22.5,18.12,12.2
Padang,2024-11-06,25.6,16.2,14.35,6.3
Padang,2024-11-07,25.9,0.4,17.95,7.5
Padang,2024-11-08,26.8,0.7,20.99,9.3
Padang,2024-11-09,26.2,3.4,19.71,8.8
Padang,2024-11-10,26.1,3.7,18.8,9.7
Padang,2024-11-11,25.8,14.4,17.59,9.0
Padang,2024-11-12,26.3,1.9,19.35,8.1
Padang,2024-11-13,25.9,7.1,15.68,9.2
Padang,2024-11-14,25.8,27.3,16.08,8.2
Padang,2024-11-15,25.7,12.8,16.1,8.1
Padang,2024-11-16,25.6,8.0,15.85,7.5
Padang,2024-11-17,26.0,17.6,18.0,10.9
Padang,2024-11-18,26.2,12.9,18.29,11.3
Padang,2024-11-19,26.0,16.5,15.45,7.8
Padang,2024-11-20,26.5,16.9,16.03,8.8
Padang,2024-11-21,26.0,20.6,13.15,11.1
Padang,2024-11-22,26.5,7.0,17.8,9.4
Padang,2024-11-23,25.4,24.1,7.3,6.9
Padang,2024-11-24,27.2,2.8,18.53,8.0
Padang,2024-11-25,27.1,0.1,15.43,8.3
Padang,2024-11-26,27.4,5.3,19.9,12.1
Padang,2024-11-27,27.3,4.8,14.35,11.6
Padang,2024-11-28,26.4,21.8,17.47,15.2
Padang,2024-11-29,26.4,3.9,12.33,6.3
Padang,2024-11-30,26.9,7.7,22.16,10.5
Padang,2024-12-01,26.8,8.1,19.68,15.3
Padang,2024-12-02,26.4,8.2,10.76,5.9
Padang,2024-12-03,25.7,9.7,11.69,6.5
Padang,2024-12-04,25.5,5.7,11.32,8.0
Padang,2024-12-05,26.2,7.3,14.36,6.3
Padang,2024-12-06,25.6,25.5,14.64,11.8
Padang,2024-12-07,25.8,14.9,14.55,7.9
Padang,2024-12-08,26.5,7.4,21.12,10.4
Padang,2024-12-09,26.2,8.3,18.85,10.0
Padang,2024-12-10,27.1,4.8,19.2,12.7
Padang,2024-12-11,25.2,19.0,7.08,9.8
Padang,2024-12-12,25.2,44.5,11.45,10.0
Padang,2024-12-13,25.7,24.9,15.5,9.6
Padang,2024-12-14,26.4,8.1,20.64,8.4
Padang,2024-12-15,26.6,4.8,16.05,5.1
Padang,2024-12-16,26.6,6.4,17.46,9.4
Padang,2024-12-17,26.4,3.5,18.41,7.6
Padang,2024-12-18,26.2,36.3,14.32,10.1
Padang,2024-12-19,25.8,8.2,12.84,7.2
Padang,2024-12-20,25.9,9.5,17.6,10.9
Padang,2024-12-21,26.2,2.5,19.56,10.4
Padang,2024-12-22,26.8,0.8,21.87,6.9
Padang,2024-12-23,24.6,52.3,5.4,16.2
Padang,2024-12-24,25.3,10.7,10.12,10.8
Padang,2024-12-25,26.4,0.2,24.37,13.8
Padang,2024-12-26,26.3,0.4,17.33,6.9
Padang,2024-12-27,26.4,1.7,19.43,8.2
Padang,2024-12-28,26.6,0.5,23.19,9.4
Padang,2024-12-29,26.1,2.6,18.91,6.9
Padang,2024-12-30,26.3,0.3,18.88,8.1
Padang,2024-12-31,26.8,0.0,24.35,8.3
Padang,2025-01-01,27.0,0.4,19.45,8.7
Padang,2025-01-02,27.0,1.0,22.45,8.7
Padang,2025-01-03,26.6,0.3,21.2,7.3
Padang,2025-01-04,26.6,0.0,24.36,9.5
Padang,2025-01-05,26.6,0.3,20.41,10.3
Padang,2025-01-06,25.4,35.6,14.37,8.2
Padang,2025-01-07,25.3,14.8,12.21,9.7
Padang,2025-01-08,26.4,0.9,18.63,9.0
Padang,2025-01-09,26.3,0.6,17.27,10.5
Padang,2025-01-10,26.7,1.7,21.9,11.1
Padang,2025-01-11,26.4,24.7,17.67,10.4
Padang,2025-01-12,26.1,14.8,12.84,7.3
Padang,2025-01-13,25.6,22.2,12.92,7.7
Padang,2025-01-14,26.0,12.7,16.31,8.6
Padang,2025-01-15,25.4,22.0,11.46,12.4
Padang,2025-01-16,25.3,11.0,16.46,10.1
Padang,2025-01-17,25.4,12.2,11.53,7.2
Padang,2025-01-18,26.1,1.4,12.38,12.1
Padang,2025-01-19,26.2,9.9,16.26,13.3
Padang,2025-01-20,25.9,5.6,18.57,11.2
Padang,2025-01-21,25.1,9.6,14.25,11.2
Padang,2025-01-22,26.5,0.0,17.11,8.5
Padang,2025-01-23,25.6,13.6,14.35,7.3
Padang,2025-01-24,26.0,2.3,14.4,8.3
Padang,2025-01-25,25.4,7.3,12.3,8.0
Padang,2025-01-26,26.2,3.3,20.8,7.7
Padang,2025-01-27,25.5,10.5,15.59,10.5
Padang,2025-01-28,26.3,20.3,14.74,14.2
Padang,2025-01-29,27.8,0.2,21.36,22.3
Padang,2025-01-30,27.0,0.4,22.36,16.4
Padang,2025-01-31,26.6,0.0,22.46,8.3
Padang,2025-02-01,27.3,0.0,22.52,10.2
Padang,2025-02-02,27.1,0.1,22.34,11.1
Padang,2025-02-03,27.1,0.0,18.1,9.3
Padang,2025-02-04,26.2,7.1,17.7,9.7
Padang,2025-02-05,26.0,1.8,17.07,12.9
Padang,2025-02-06,26.4,6.5,22.07,9.0
Padang,2025-02-07,26.0,11.5,20.4,8.6
Padang,2025-02-08,26.0,5.0,15.79,8.6
Padang,2025-02-09,27.1,2.7,22.86,11.0
Padang,2025-02-10,27.8,0.0,23.92,14.4
Padang,2025-02-11,27.8,0.0,24.09,13.3
Padang,2025-02-12,27.0,0.0,22.46,9.8
Padang,2025-02-13,27.3,0.0,20.02,11.3
Padang,2025-02-14,27.1,0.0,19.02,8.8
Padang,2025-02-15,26.6,1.4,20.01,8.5
Padang,2025-02-16,26.5,3.5,17.44,7.8
Padang,2025-02-17,26.2,3.5,18.5,10.5
Padang,2025-02-18,25.5,15.0,15.25,8.7
Padang,2025-02-19,25.9,2.7,20.13,9.5
Padang,2025-02-20,25.8,15.6,17.41,10.4
Padang,2025-02-21,25.6,2.0,16.1,8.3
Padang,2025-02-22,25.4,2.9,17.81,8.1
Padang,2025-02-23,26.0,3.8,16.54,7.9
Padang,2025-02-24,26.1,1.6,17.21,9.2
Padang,2025-02-25,26.6,5.1,18.22,12.6
Padang,2025-02-26,26.9,7.2,18.69,12.3
Padang,2025-02-27,26.2,2.2,15.38,8.6
Padang,2025-02-28,26.5,10.2,20.83,10.1
Padang,2025-03-01,26.0,11.6,18.4,10.5
Padang,2025-03-02,25.7,7.8,13.6,6.4
Padang,2025-03-03,25.5,19.4,14.35,9.8
Padang,2025-03-04,25.9,8.5,17.32,8.8
Padang,2025-03-05,25.3,54.5,8.94,12.7
Padang,2025-03-06,25.7,5.6,10.12,7.7
Padang,2025-03-07,27.1,0.0,14.13,7.6
Padang,2025-03-08,26.7,2.4,22.51,11.6
Padang,2025-03-09,27.2,0.3,16.92,10.7
Padang,2025-03-10,27.2,2.9,21.08,12.5
Padang,2025-03-11,27.1,11.1,20.81,12.8
Padang,2025-03-12,26.4,7.9,18.55,12.7
Padang,2025-03-13,26.0,16.6,15.58,11.4
Padang,2025-03-14,26.0,12.5,13.97,9.0
Padang,2025-03-15,26.8,1.5,21.63,9.3
Padang,2025-03-16,26.9,0.6,24.19,9.9
Padang,2025-03-17,25.4,28.7,10.5,9.0
Padang,2025-03-18,25.6,23.6,20.45,10.9
Padang,2025-03-19,25.7,7.9,10.86,10.0
Padang,2025-03-20,25.8,2.8,11.85,12.1
Padang,2025-03-21,27.5,5.6,23.81,12.3
Padang,2025-03-22,26.3,7.3,11.73,8.2
Padang,2025-03-23,26.3,3.2,19.86,8.4
Padang,2025-03-24,26.3,4.7,18.73,9.2
Padang,2025-03-25,27.2,0.4,23.39,10.2
Padang,2025-03-26,27.4,3.2,21.28,12.8
Padang,2025-03-27,25.6,16.6,16.5,10.3
Padang,2025-03-28,25.8,18.4,15.05,9.4
Padang,2025-03-29,26.5,10.5,19.92,8.8
Padang,2025-03-30,26.9,3.9,21.99,8.1
Padang,2025-03-31,27.2,0.1,23.84,11.7
Padang,2025-04-01,27.1,0.8,23.22,8.8
Padang,2025-04-02,26.9,5.5,20.75,6.9
Padang,2025-04-03,27.1,1.9,20.24,10.2
Padang,2025-04-04,26.2,6.7,20.08,9.7
Padang,2025-04-05,26.3,1.0,14.26,7.2
Padang,2025-04-06,26.1,7.2,20.28,9.3
Padang,2025-04-07,25.9,13.6,14.52,7.4
Padang,2025-04-08,26.7,11.4,22.42,9.4
Padang,2025-04-09,26.0,7.7,16.82,10.9
Padang,2025-04-10,26.3,14.7,20.29,10.4
Padang,2025-04-11,26.4,6.0,17.93,11.7
Padang,2025-04-12,26.5,2.8,22.34,10.4
Padang,2025-04-13,26.1,9.4,18.35,8.5
Padang,2025-04-14,27.3,0.8,21.05,7.9
Padang,2025-04-15,26.5,15.1,20.18,8.6
Padang,2025-04-16,26.1,8.5,15.99,7.2
Padang,2025-04-17,26.2,9.5,19.5,10.6
Padang,2025-04-18,27.0,0.0,25.14,9.4
Padang,2025-04-19,26.7,14.3,21.77,11.6
Padang,2025-04-20,26.4,4.0,18.4,12.7
Padang,2025-04-21,27.2,5.0,19.62,10.1
Padang,2025-04-22,26.6,2.4,18.61,5.9
Padang,2025-04-23,25.5,8.9,11.47,7.7
Padang,2025-04-24,26.3,2.8,18.33,8.0
Padang,2025-04-25,26.8,0.0,24.52,9.1
Padang,2025-04-26,26.9,0.0,21.75,8.6
Padang,2025-04-27,26.6,20.3,21.06,9.4
Padang,2025-04-28,25.7,13.9,15.22,7.8
Padang,2025-04-29,26.7,5.5,21.99,9.0
Padang,2025-04-30,26.2,3.7,16.26,7.8
Padang,2025-05-01,26.1,4.9,16.01,9.1
Padang,2025-05-02,26.1,2.8,15.15,5.6
Padang,2025-05-03,26.5,3.5,21.63,9.9
Padang,2025-05-04,26.8,0.6,18.91,10.8
Padang,2025-05-05,27.3,0.5,20.79,8.6
Padang,2025-05-06,27.5,0.0,23.24,7.9
Padang,2025-05-07,27.2,0.5,20.95,9.5
Padang,2025-05-08,26.7,10.4,18.1,8.1
Padang,2025-05-09,27.4,0.4,21.49,9.4
Padang,2025-05-10,26.0,29.7,15.73,14.8
Padang,2025-05-11,26.1,10.3,15.37,12.0
Padang,2025-05-12,27.0,0.7,21.43,10.2
Padang,2025-05-13,27.1,3.8,21.45,11.2
Padang,2025-05-14,27.4,0.3,19.37,14.6
Padang,2025-05-15,27.8,3.9,20.22,10.5
Padang,2025-05-16,27.0,4.7,15.57,13.3
Padang,2025-05-17,28.1,0.2,22.3,9.8
Padang,2025-05-18,27.6,0.0,21.59,8.6
Padang,2025-05-19,27.1,0.0,22.91,7.4
Padang,2025-05-20,27.5,0.3,18.57,9.6
Padang,2025-05-21,27.0,0.8,22.98,9.2
Padang,2025-05-22,26.7,9.7,21.51,9.4
Padang,2025-05-23,26.6,1.8,20.15,11.1
Padang,2025-05-24,27.4,0.5,21.62,9.5
Padang,2025-05-25,27.4,0.7,19.77,14.2
Padang,2025-05-26,27.9,0.0,22.58,9.6
Padang,2025-05-27,27.6,0.0,22.53,9.0
Padang,2025-05-28,27.6,0.0,20.93,6.4
Padang,2025-05-29,28.3,0.0,17.9,8.2
Padang,2025-05-30,28.2,0.0,17.66,7.5
Padang,2025-05-31,27.4,5.1,12.16,7.9
Padang,2025-06-01,28.7,0.1,21.86,8.6
Padang,2025-06-02,28.0,0.0,20.83,9.0
Padang,2025-06-03,27.6,0.0,21.79,10.1
Padang,2025-06-04,27.2,3.8,19.79,9.8
Padang,2025-06-05,26.4,4.7,16.34,13.0
Padang,2025-06-06,27.1,0.0,19.74,9.4
Padang,2025-06-07,26.8,3.2,16.88,9.8
Padang,2025-06-08,27.5,0.9,21.05,12.3
Padang,2025-06-09,25.8,13.8,16.71,9.9
Padang,2025-06-10,24.7,47.8,5.28,11.4
Padang,2025-06-11,26.0,0.0,19.94,7.7
Padang,2025-06-12,26.7,0.0,20.71,8.4
Padang,2025-06-13,26.7,0.4,20.35,8.3
Padang,2025-06-14,26.5,9.6,18.6,9.3
Padang,2025-06-15,26.6,8.1,19.65,11.2
Padang,2025-06-16,26.0,26.7,18.31,11.4
Padang,2025-06-17,25.0,32.9,12.96,10.6
Padang,2025-06-18,26.2,0.4,12.64,16.5
Padang,2025-06-19,27.0,0.0,17.83,8.8
Padang,2025-06-20,27.1,0.1,21.16,9.0
Padang,2025-06-21,26.6,0.0,22.09,9.5
Padang,2025-06-22,26.5,2.9,20.64,9.6
Padang,2025-06-23,26.7,0.1,21.59,10.1
Padang,2025-06-24,27.3,0.0,21.31,9.0
Padang,2025-06-25,27.5,0.0,20.02,7.8
Padang,2025-06-26,27.2,0.0,22.37,11.1
Padang,2025-06-27,27.1,0.2,21.8,9.3
Padang,2025-06-28,25.0,20.7,13.8,12.0
Padang,2025-06-29,26.2,2.7,14.61,10.2
Padang,2025-06-30,26.2,0.7,20.21,8.2
Padang,2025-07-01,26.5,0.0,21.54,7.9
Padang,2025-07-02,26.4,0.0,21.81,7.9
Padang,2025-07-03,26.6,0.0,19.41,7.6
Padang,2025-07-04,26.7,0.7,19.1,8.5
Padang,2025-07-05,26.5,1.6,17.29,9.4
Padang,2025-07-06,26.0,3.5,18.91,10.2
Padang,2025-07-07,27.0,0.0,14.92,8.0
Padang,2025-07-08,26.4,2.3,19.97,17.6
Padang,2025-07-09,26.6,3.7,20.51,8.0
Padang,2025-07-10,26.4,2.9,20.76,11.5
Padang,2025-07-11,25.8,7.7,17.32,11.5
Padang,2025-07-12,26.7,0.4,20.4,8.9
Padang,2025-07-13,26.0,6.9,15.88,12.0
Padang,2025-07-14,25.2,22.1,7.93,15.3
Padang,2025-07-15,27.2,0.2,14.73,11.8
Padang,2025-07-16,27.5,0.2,21.65,8.1
Padang,2025-07-17,27.3,0.0,19.95,9.2
Padang,2025-07-18,27.2,0.0,23.27,7.8
Padang,2025-07-19,26.9,0.1,21.56,11.4
Padang,2025-07-20,26.6,1.9,21.03,9.7
Padang,2025-07-21,26.6,1.1,21.91,10.1
Padang,2025-07-22,26.7,0.8,20.29,10.0
Padang,2025-07-23,26.5,2.3,20.87,10.6
Padang,2025-07-24,26.4,1.8,19.13,10.2
Padang,2025-07-25,25.8,18.1,16.73,10.8
Padang,2025-07-26,26.0,13.4,12.26,10.8
Padang,2025-07-27,27.2,2.9,20.97,10.8
Padang,2025-07-28,26.2,6.7,17.89,7.8
Padang,2025-07-29,26.3,10.7,17.79,9.7
Padang,2025-07-30,25.7,15.5,15.26,11.9
Padang,2025-07-31,26.7,0.1,18.3,9.4
Padang,2025-08-01,26.3,10.0,17.0,11.2
Padang,2025-08-02,26.7,3.4,19.86,12.1
Padang,2025-08-03,27.5,0.0,21.55,14.7
Padang,2025-08-04,27.3,0.1,18.15,14.1
Padang,2025-08-05,26.9,0.0,10.77,15.6
Padang,2025-08-06,26.7,0.7,19.95,10.1
Padang,2025-08-07,25.8,13.1,18.02,8.4
Padang,2025-08-08,24.9,37.1,14.19,7.9
Padang,2025-08-09,25.8,0.9,21.07,9.4
Padang,2025-08-10,24.7,20.4,15.02,9.6
Padang,2025-08-11,24.8,35.1,12.31,8.1
Padang,2025-08-12,25.6,1.6,19.57,9.8
Padang,2025-08-13,26.3,2.6,20.75,11.8
Padang,2025-08-14,26.6,0.5,18.48,8.9
Padang,2025-08-15,26.9,0.3,18.43,8.7
Padang,2025-08-16,26.7,1.1,17.02,12.5
Padang,2025-08-17,25.9,4.3,18.1,10.5
Padang,2025-08-18,26.6,0.0,16.08,7.1
Padang,2025-08-19,26.9,0.0,20.75,8.4
Padang,2025-08-20,26.9,0.0,17.74,7.4
Padang,2025-08-21,27.0,0.0,20.83,9.5
Padang,2025-08-22,27.1,0.0,23.36,10.4
Padang,2025-08-23,26.4,1.9,18.32,7.1
Padang,2025-08-24,26.4,0.2,18.28,9.5
Padang,2025-08-25,26.2,0.7,19.83,10.8
Padang,2025-08-26,26.5,0.0,23.07,12.2
Padang,2025-08-27,26.6,4.3,19.89,10.0
Padang,2025-08-28,25.5,23.8,18.27,11.4
Padang,2025-08-29,25.2,16.1,16.99,9.5
Padang,2025-08-30,25.2,6.2,14.85,9.0
Padang,2025-08-31,26.1,0.6,19.25,9.0
Padang,2025-09-01,25.9,2.3,16.35,8.8
Padang,2025-09-02,26.6,0.1,16.29,9.0
Padang,2025-09-03,26.0,1.1,17.71,9.1
Padang,2025-09-04,25.6,11.7,16.27,11.1
Padang,2025-09-05,24.7,10.6,9.63,8.2
Padang,2025-09-06,25.9,11.7,20.22,10.3
Padang,2025-09-07,26.3,2.8,20.87,9.6
Padang,2025-09-08,27.0,0.0,20.94,8.1
Padang,2025-09-09,26.9,0.4,20.1,11.2
Padang,2025-09-10,26.4,3.1,20.06,11.2
Padang,2025-09-11,26.4,13.0,14.53,8.8
Padang,2025-09-12,26.4,1.7,20.21,8.1
Padang,2025-09-13,25.9,8.5,15.5,8.8
Padang,2025-09-14,26.0,4.7,20.56,14.5
Padang,2025-09-15,26.2,0.2,20.1,7.3
Padang,2025-09-16,25.2,14.1,13.43,9.3
Padang,2025-09-17,26.1,2.0,14.27,5.9
Padang,2025-09-18,26.7,0.0,23.84,9.0
Padang,2025-09-19,26.3,6.1,19.77,10.3
Padang,2025-09-20,25.6,36.6,16.86,6.9
Padang,2025-09-21,25.9,9.9,17.51,8.8
Padang,2025-09-22,26.1,3.1,20.35,6.7
Padang,2025-09-23,25.6,4.9,18.14,7.7
Padang,2025-09-24,25.3,15.2,18.26,8.0
Padang,2025-09-25,25.9,3.6,19.76,10.2
Padang,2025-09-26,26.9,0.0,21.43,9.1
Padang,2025-09-27,26.3,3.6,17.64,10.1
Padang,2025-09-28,25.1,27.4,11.59,8.9
Padang,2025-09-29,25.9,0.0,10.41,7.8
Padang,2025-09-30,26.4,0.0,15.56,7.0
Padang,2025-10-01,27.2,0.1,20.78,10.0
Padang,2025-10-02,26.9,2.9,20.37,9.1
Padang,2025-10-03,25.1,16.9,11.31,8.3
Padang,2025-10-04,26.3,0.6,22.87,9.0
Padang,2025-10-05,26.6,0.0,19.19,8.8
Padang,2025-10-06,26.6,1.2,15.91,6.1
Padang,2025-10-07,25.8,5.9,16.61,9.2
Padang,2025-10-08,26.1,1.3,22.22,8.1
Padang,2025-10-09,26.4,0.5,18.89,8.2
Padang,2025-10-10,26.8,0.1,22.93,10.4
Padang,2025-10-11,26.5,5.8,20.49,8.3
Padang,2025-10-12,25.1,9.3,8.54,9.4
Padang,2025-10-13,26.1,6.8,20.2,8.9
Padang,2025-10-14,26.0,33.4,17.14,9.0
Padang,2025-10-15,27.0,10.0,22.04,8.8
Padang,2025-10-16,26.0,9.0,12.9,9.8
Padang,2025-10-17,25.5,13.0,14.66,12.0
Padang,2025-10-18,26.2,7.6,20.2,9.5
Padang,2025-10-19,25.8,19.2,14.19,9.8
Padang,2025-10-20,26.8,10.7,17.09,14.5
Padang,2025-10-21,27.3,0.3,23.46,10.9
Padang,2025-10-22,26.9,4.9,17.34,10.5
Padang,2025-10-23,27.1,1.7,20.74,12.3
Padang,2025-10-24,26.9,1.7,19.81,12.3
Padang,2025-10-25,27.3,0.9,24.48,13.1
Padang,2025-10-26,27.2,0.0,23.8,8.5
Padang,2025-10-27,27.2,0.3,21.87,8.2
Padang,2025-10-28,27.1,0.0,22.86,11.0
Padang,2025-10-29,27.4,0.2,20.5,10.2
Padang,2025-10-30,27.0,0.6,25.11,9.9
Padang,2025-10-31,26.9,0.8,22.68,11.9
Padang,2025-11-01,26.9,0.2,25.35,12.7
Padang,2025-11-02,27.1,0.0,24.26,9.7
Padang,2025-11-03,27.5,0.3,24.41,11.9
Padang,2025-11-04,26.9,6.9,21.2,21.0
Padang,2025-11-05,25.4,15.3,15.25,9.6
Padang,2025-11-06,25.0,26.6,15.09,9.7
Padang,2025-11-07,25.8,7.7,19.61,11.2
Padang,2025-11-08,26.4,6.2,22.11,12.9
Padang,2025-11-09,25.7,11.4,18.54,12.6
Padang,2025-11-10,25.2,16.1,12.87,10.0
Padang,2025-11-11,25.5,31.0,13.28,15.5
Padang,2025-11-12,26.4,15.6,19.3,9.6
Padang,2025-11-13,26.8,0.7,23.38,13.4
Padang,2025-11-14,26.2,0.5,24.21,11.1
Padang,2025-11-15,26.8,4.2,22.77,10.0
Padang,2025-11-16,25.3,46.8,14.12,7.4
Padang,2025-11-17,24.8,52.5,6.24,6.7
Padang,2025-11-18,26.2,41.8,20.83,16.4
Padang,2025-11-19,24.8,50.0,9.78,15.0
Padang,2025-11-20,25.1,23.8,13.67,8.4
Padang,2025-11-21,25.1,48.5,11.67,13.2
Padang,2025-11-22,24.6,51.1,10.25,15.3
Padang,2025-11-23,24.3,102.3,6.64,13.0
Padang,2025-11-24,24.5,95.1,7.8,12.8
Padang,2025-11-25,24.7,56.3,9.04,12.0
Padang,2025-11-26,24.4,55.5,8.41,15.0
Padang,2025-11-27,24.5,171.6,3.48,16.5
Padang,2025-11-28,24.4,76.5,6.25,14.7
Padang,2025-11-29,26.6,0.6,22.59,9.3
Padang,2025-11-30,26.3,0.9,18.75,7.8
Padang,2025-12-01,26.9,1.1,23.07,9.5
Padang,2025-12-02,26.6,1.6,18.62,9.7
Padang,2025-12-03,26.6,0.9,19.29,7.6
Padang,2025-12-04,25.8,16.4,15.11,9.7
Padang,2025-12-05,26.2,0.7,14.08,7.0
Padang,2025-12-06,26.0,12.5,19.22,11.1
Padang,2025-12-07,25.1,19.7,16.0,9.1
Padang,2025-12-08,25.3,16.7,17.93,8.2
Padang,2025-12-09,25.3,10.8,17.2,6.7
Padang,2025-12-10,24.6,58.3,5.34,9.2
Padang,2025-12-11,24.4,28.1,6.54,6.1
Padang,2025-12-12,25.3,24.2,15.03,8.5
Padang,2025-12-13,25.0,15.0,10.02,5.6
Padang,2025-12-14,25.3,23.9,15.64,7.9
Padang,2025-12-15,25.1,29.3,11.2,8.8
Padang,2025-12-16,25.0,10.1,13.63,7.6
Padang,2025-12-17,25.6,10.7,16.37,7.6
Padang,2025-12-18,26.7,2.4,19.67,10.3
Padang,2025-12-19,26.6,22.8,21.97,10.7
Padang,2025-12-20,26.6,1.4,22.05,9.8
Padang,2025-12-21,26.6,1.1,21.92,10.1
Padang,2025-12-22,27.0,2.6,23.17,12.4
Padang,2025-12-23,26.6,1.2,22.32,11.4
Padang,2025-12-24,26.8,2.5,19.35,8.0
Padang,2025-12-25,25.8,6.1,13.59,10.8
Padang,2025-12-26,26.8,3.5,19.86,9.9
Padang,2025-12-27,26.3,10.8,14.46,10.7
Padang,2025-12-28,25.9,38.4,11.27,5.4
Padang,2025-12-29,26.8,3.4,19.89,10.2
Padang,2025-12-30,25.0,20.4,14.16,8.6
Padang,2025-12-31,26.6,0.6,23.49,9.6
Padang,2026-01-01,26.1,16.3,22.7,12.4
Padang,2026-01-02,24.2,83.7,4.42,12.5
Padang,2026-01-03,25.9,2.5,17.86,11.0
Padang,2026-01-04,27.0,0.0,20.91,10.6
Padang,2026-01-05,26.9,0.1,22.29,10.6
Padang,2026-01-06,27.0,1.9,18.71,12.0
Padang,2026-01-07,27.0,8.8,19.33,13.5
Padang,2026-01-08,26.1,6.3,14.01,12.2
Padang,2026-01-09,25.4,39.4,15.0,8.8
Padang,2026-01-10,25.9,4.3,19.99,10.1
Padang,2026-01-11,26.8,0.0,22.72,9.2
Padang,2026-01-12,26.2,1.3,21.32,8.8
Padang,2026-01-13,26.4,0.5,22.51,9.1
Padang,2026-01-14,26.6,1.8,23.4,12.2
Padang,2026-01-15,25.9,6.1,20.31,8.3
Padang,2026-01-16,26.6,0.7,21.34,8.8
Padang,2026-01-17,25.3,20.9,11.63,8.8
Padang,2026-01-18,26.6,0.0,23.99,10.5
Padang,2026-01-19,26.6,0.0,22.64,11.1
Padang,2026-01-20,26.9,0.4,18.51,11.9
Padang,2026-01-21,26.4,0.0,23.69,9.3
Padang,2026-01-22,25.8,0.0,22.51,9.8
Padang,2026-01-23,26.3,0.0,22.82,12.7
Padang,2026-01-24,27.2,0.0,23.64,17.8
Padang,2026-01-25,26.7,0.0,24.65,13.1
Padang,2026-01-26,26.9,2.3,23.57,14.4
Padang,2026-01-27,26.7,3.5,20.1,11.1
Padang,2026-01-28,26.1,5.5,20.19,9.6
Padang,2026-01-29,26.0,12.2,20.52,8.1
Padang,2026-01-30,26.7,0.1,20.72,11.4
Padang,2026-01-31,25.9,7.3,17.19,8.9
Padang,2026-02-01,25.7,6.6,17.61,9.5
Padang,2026-02-02,26.0,17.8,18.85,8.5
Padang,2026-02-03,26.0,13.5,18.5,8.6
Padang,2026-02-04,26.0,4.1,20.56,9.4
Padang,2026-02-05,27.4,1.7,22.71,17.1
Padang,2026-02-06,27.1,0.0,21.52,9.0
Padang,2026-02-07,26.2,3.0,21.07,11.5
Padang,2026-02-08,26.6,0.0,19.51,7.6
Padang,2026-02-09,26.4,3.8,19.63,9.7
Padang,2026-02-10,26.6,2.4,21.96,10.1
Padang,2026-02-11,25.7,22.1,20.63,15.0
Padang,2026-02-12,26.9,6.6,22.15,10.2
Padang,2026-02-13,27.0,1.3,18.21,9.2
Padang,2026-02-14,26.0,12.4,17.49,14.6
Padang,2026-02-15,25.0,6.6,10.11,11.0
Padang,2026-02-16,24.8,50.8,14.03,11.9
Padang,2026-02-17,26.0,7.6,15.62,8.9
Padang,2026-02-18,27.5,0.0,21.03,9.9
Padang,2026-02-19,27.3,0.6,21.52,16.4
Padang,2026-02-20,28.1,0.0,22.77,17.3
Padang,2026-02-21,27.6,0.4,23.8,15.9
Padang,2026-02-22,26.9,5.5,23.08,13.3
Padang,2026-02-23,27.1,3.9,22.31,11.2
Padang,2026-02-24,27.1,0.0,14.25,9.0
Padang,2026-02-25,27.3,1.9,23.1,9.5
Padang,2026-02-26,26.4,4.1,20.55,10.0
Padang,2026-02-27,26.4,1.9,18.34,8.2
Padang,2026-02-28,27.6,0.0,25.77,10.0
Padang,2026-03-01,27.1,0.0,23.92,10.1
Padang,2026-03-02,27.1,0.0,25.26,9.5
Padang,2026-03-03,26.3,0.7,20.28,9.3
Padang,2026-03-04,26.6,5.5,22.96,10.1
Padang,2026-03-05,26.0,3.2,20.65,11.3
Padang,2026-03-06,25.8,12.6,16.06,7.8
Padang,2026-03-07,26.4,1.2,23.17,10.1
Padang,2026-03-08,26.2,19.0,22.03,11.8
Padang,2026-03-09,25.9,15.7,20.06,6.8
Padang,2026-03-10,26.1,9.1,20.0,8.7
Padang,2026-03-11,25.8,7.0,19.87,9.3
Padang,2026-03-12,26.4,0.6,24.55,11.4
Padang,2026-03-13,26.0,21.5,21.69,12.2
Padang,2026-03-14,25.8,16.7,16.88,10.7
Padang,2026-03-15,25.7,24.3,17.96,8.5
Padang,2026-03-16,26.1,11.9,21.66,10.9
Padang,2026-03-17,25.9,8.2,17.69,9.3
Padang,2026-03-18,26.8,3.6,23.8,10.4
Padang,2026-03-19,26.6,1.8,22.02,10.4
